日期,时间段,天气状况,气温,风力风向
2013/4/30,1,多云,14,东风 ≤3级
2013/5/1,0,多云,26,东风 ≤3级
2013/5/1,1,阴,15,东风 ≤3级
2013/5/2,0,阴,27,东风 ≤3级
2013/5/2,1,多云,17,东风 ≤3级
2013/5/3,0,多云,32,东风 ≤3级
2013/5/3,1,多云,18,东风 ≤3级
2013/5/4,0,阴,28,东风 ≤3级
2013/5/4,1,阴,18,东风 3-4级
2013/5/5,0,小雨,23,南风 ≤3级
2013/5/5,1,小到中雨,17,西南风 ≤3级
2013/5/6,0,小雨,21,东风 ≤3级
2013/5/6,1,小雨,17,东风 ≤3级
2013/5/7,0,阴,24,东风 ≤3级
2013/5/7,1,阴,17,西南风 ≤3级
2013/5/8,0,小雨,22,西南风 ≤3级
2013/5/8,1,小雨,15,西风 ≤3级
2013/5/9,0,多云,25,东风 ≤3级
2013/5/9,1,多云,13,东风 ≤3级
2013/5/10,0,晴,28,北风 ≤3级
2013/5/10,1,晴,14,西风 ≤3级
2013/5/11,0,晴,33,东风 ≤3级
2013/5/11,1,晴,16,东风 ≤3级
2013/5/12,0,晴,35,东风 ≤3级
2013/5/12,1,晴,19,东风 ≤3级
2013/5/13,0,多云,35,东风 ≤3级
2013/5/13,1,多云,20,东风 ≤3级
2013/5/14,0,多云,34,东南风 ≤3级
2013/5/14,1,阴,23,西南风 ≤3级
2013/5/15,0,阴,28,南风 ≤3级
2013/5/15,1,小雨,20,南风 ≤3级
2013/5/16,0,小雨,26,西南风 ≤3级
2013/5/16,1,小雨,16,西南风 ≤3级
2013/5/17,0,小到中雨,22,西南风 ≤3级
2013/5/17,1,小雨,16,南风 ≤3级
2013/5/18,0,多云,29,东北风 ≤3级
2013/5/18,1,晴,16,东北风 ≤3级
2013/5/19,0,晴,32,东北风 ≤3级
2013/5/19,1,晴,17,东南风 ≤3级
2013/5/20,0,晴,33,东风 ≤3级
2013/5/20,1,晴,19,东风 ≤3级
2013/5/21,0,晴,36,东风 ≤3级
2013/5/21,1,晴,21,东风 ≤3级
2013/5/22,0,晴,34,东风 ≤3级
2013/5/22,1,阴,22,南风 ≤3级
2013/5/23,0,多云,33,东风 ≤3级
2013/5/23,1,多云,20,东南风 ≤3级
2013/5/24,0,阵雨,28,南风 ≤3级
2013/5/24,1,小到中雨,18,西南风 ≤3级
2013/5/25,0,中雨,24,南风 ≤3级
2013/5/25,1,小到中雨,17,西南风 ≤3级
2013/5/26,0,多云,28,东风 ≤3级
2013/5/26,1,多云,18,东风 ≤3级
2013/5/27,0,多云,30,东风 ≤3级
2013/5/27,1,阴,18,西风 ≤3级
2013/5/28,0,小到中雨,25,南风 ≤3级
2013/5/28,1,阴,16,南风 ≤3级
2013/5/29,0,小雨,24,西南风 ≤3级
2013/5/29,1,阴,14,西南风 ≤3级
2013/5/30,0,小到中雨,20,南风 ≤3级
2013/5/30,1,阴,15,东风 ≤3级
2013/5/31,0,多云,27,东北风 ≤3级
2013/5/31,1,多云,16,东风 ≤3级
2013/6/1,0,晴,32,东北风 ≤3级
2013/6/1,1,晴,18,东北风 ≤3级
2013/6/2,0,晴,35,东北风 ≤3级
2013/6/2,1,多云,19,东风 ≤3级
2013/6/3,0,多云,35,东北风 ≤3级
2013/6/3,1,多云,20,东北风 ≤3级
2013/6/4,0,多云,34,东风 ≤3级
2013/6/4,1,晴,20,东风 ≤3级
2013/6/5,0,多云,35,东风 ≤3级
2013/6/5,1,阴,24,东风 ≤3级
2013/6/6,0,阴,34,南风 ≤3级
2013/6/6,1,多云,20,东风 ≤3级
2013/6/7,0,多云,36,东风 ≤3级
2013/6/7,1,多云,21,东风 ≤3级
2013/6/8,0,阵雨,30,南风 ≤3级
2013/6/8,1,小雨,20,南风 ≤3级
2013/6/9,0,阵雨,29,南风 ≤3级
2013/6/9,1,阴,16,西风 ≤3级
2013/6/10,0,晴,31,东北风 ≤3级
2013/6/10,1,多云,16,西北风 ≤3级
2013/6/11,0,晴,32,西风 ≤3级
2013/6/11,1,晴,17,东风 ≤3级
2013/6/12,0,多云,33,东北风 ≤3级
2013/6/12,1,晴,17,东风 ≤3级
2013/6/13,0,多云,34,南风 ≤3级
2013/6/13,1,多云,22,东北风 ≤3级
2013/6/14,0,多云,34,东风 ≤3级
2013/6/14,1,雷阵雨,23,东北风 ≤3级
2013/6/15,0,雷阵雨,34,南风 ≤3级
2013/6/15,1,阴,24,东风 ≤3级
2013/6/16,0,阴,36,东风 ≤3级
2013/6/16,1,阴,25,东风 ≤3级
2013/6/17,0,多云,37,东风 ≤3级
2013/6/17,1,多云,26,东风 ≤3级
2013/6/18,0,多云,37,东风 ≤3级
2013/6/18,1,多云,28,东风 ≤3级
2013/6/19,0,阴,35,东风 ≤3级
2013/6/19,1,阵雨,26,东风 ≤3级
2013/6/20,0,小到中雨,30,南风 ≤3级
2013/6/20,1,小到中雨,23,西风 ≤3级
2013/6/21,0,小到中雨,27,东风 ≤3级
2013/6/21,1,小雨,22,西北风 ≤3级
2013/6/22,0,小雨,26,西南风 ≤3级
2013/6/22,1,阵雨,22,西南风 ≤3级
2013/6/23,0,阴,31,北风 ≤3级
2013/6/23,1,阴,22,南风 ≤3级
2013/6/24,0,阵雨,29,西南风 ≤3级
2013/6/24,1,阴,21,南风 ≤3级
2013/6/25,0,多云,34,东风 ≤3级
2013/6/25,1,晴,23,东北风 ≤3级
2013/6/26,0,多云,36,东风 ≤3级
2013/6/26,1,多云,24,东风 ≤3级
2013/6/27,0,晴,37,东北风 ≤3级
2013/6/27,1,晴,24,西南风 ≤3级
2013/6/28,0,晴,37,东北风 ≤3级
2013/6/28,1,晴,25,东风 ≤3级
2013/6/29,0,晴,38,东风 ≤3级
2013/6/29,1,多云,27,东风 ≤3级
2013/6/30,0,多云,37,东风 ≤3级
2013/6/30,1,阴,28,东风 ≤3级
2013/7/1,0,雷阵雨,35,东风 ≤3级
2013/7/1,1,阵雨,26,南风 ≤3级
2013/7/2,0,阵雨,33,西南风 ≤3级
2013/7/2,1,阴,25,东风 ≤3级
2013/7/3,0,阴,34,东北风 ≤3级
2013/7/3,1,阴,24,北风 ≤3级
2013/7/4,0,小到中雨,32,西风 ≤3级
2013/7/4,1,阴,23,西南风 ≤3级
2013/7/5,0,晴,36,东风 ≤3级
2013/7/5,1,晴,24,东风 ≤3级
2013/7/6,0,晴,36,东风 ≤3级
2013/7/6,1,晴,25,东风 ≤3级
2013/7/7,0,多云,37,东风 ≤3级
2013/7/7,1,多云,27,东北风 ≤3级
2013/7/8,0,阴,34,南风 ≤3级
2013/7/8,1,阵雨,25,北风 ≤3级
2013/7/9,0,小到中雨,28,南风 ≤3级
2013/7/9,1,阵雨,23,西风 ≤3级
2013/7/10,0,阵雨,30,西风 ≤3级
2013/7/10,1,阴,24,东北风 ≤3级
2013/7/11,0,多云,33,东北风 ≤3级
2013/7/11,1,多云,25,东风 ≤3级
2013/7/12,0,多云,34,东北风 ≤3级
2013/7/12,1,多云,26,东风 ≤3级
2013/7/13,0,阴,33,东风 ≤3级
2013/7/13,1,阴,25,东北风 ≤3级
2013/7/14,0,阴,32,南风 ≤3级
2013/7/14,1,阴,25,西风 ≤3级
2013/7/15,0,小到中雨,30,南风 ≤3级
2013/7/15,1,阵雨,24,西风 ≤3级
2013/7/16,0,多云,33,东风 ≤3级
2013/7/16,1,多云,23,东北风 ≤3级
2013/7/17,0,小雨,27,西风 ≤3级
2013/7/17,1,大雨,23,南风 ≤3级
2013/7/18,0,中雨,24,南风 ≤3级
2013/7/18,1,阴,22,东南风 ≤3级
2013/7/19,0,多云,31,东风 ≤3级
2013/7/19,1,阴,24,南风 ≤3级
2013/7/20,0,阵雨,32,西南风 ≤3级
2013/7/20,1,多云,24,东风 ≤3级
2013/7/21,0,阴,32,南风 ≤3级
2013/7/21,1,小雨,24,东风 ≤3级
2013/7/22,0,中雨,26,东风 ≤3级
2013/7/22,1,小雨,22,东风 ≤3级
2013/7/23,0,多云,32,东风 ≤3级
2013/7/23,1,多云,23,东风 ≤3级
2013/7/24,0,多云,32,东风 ≤3级
2013/7/24,1,多云,24,东北风 ≤3级
2013/7/25,0,多云,35,东风 ≤3级
2013/7/25,1,多云,26,东北风 ≤3级
2013/7/26,0,多云,36,东北风 ≤3级
2013/7/26,1,多云,26,西南风 ≤3级
2013/7/27,0,阴,33,南风 ≤3级
2013/7/27,1,阴,25,南风 ≤3级
2013/7/28,0,阵雨,32,西南风 ≤3级
2013/7/28,1,小到中雨,23,西南风 ≤3级
2013/7/29,0,小雨,30,东风 ≤3级
2013/7/29,1,多云,22,东风 ≤3级
2013/7/30,0,阴,34,东风 ≤3级
2013/7/30,1,小到中雨,25,西南风 ≤3级
2013/7/31,0,小到中雨,33,东风 ≤3级
2013/7/31,1,小到中雨,25,东风 ≤3级
2013/8/1,0,小到中雨,30,东风 ≤3级
2013/8/1,1,阴,24,东风 ≤3级
2013/8/2,0,多云,35,东风 ≤3级
2013/8/2,1,阴,25,东南风 ≤3级
2013/8/3,0,多云,36,东风 ≤3级
2013/8/3,1,多云,26,东风 ≤3级
2013/8/4,0,多云,37,东北风 ≤3级
2013/8/4,1,多云,26,东风 ≤3级
2013/8/5,0,多云,36,东风 ≤3级
2013/8/5,1,阵雨,24,南风 ≤3级
2013/8/6,0,中雨,31,东风 ≤3级
2013/8/6,1,中雨,22,东风 ≤3级
2013/8/7,0,小雨,28,西风 ≤3级
2013/8/7,1,阴,22,东风 ≤3级
2013/8/8,0,多云,32,东风 ≤3级
2013/8/8,1,多云,23,东风 ≤3级
2013/8/9,0,多云,35,东北风 ≤3级
2013/8/9,1,多云,25,东风 ≤3级
2013/8/10,0,多云,33,东风 ≤3级
2013/8/10,1,阴,25,南风 ≤3级
2013/8/11,0,阴,33,南风 ≤3级
2013/8/11,1,阴,25,东风 ≤3级
2013/8/12,0,阴,34,南风 ≤3级
2013/8/12,1,多云,24,东风 ≤3级
2013/8/13,0,多云,35,东风 ≤3级
2013/8/13,1,多云,25,东北风 ≤3级
2013/8/14,0,多云,36,东风 ≤3级
2013/8/14,1,晴,26,东风 ≤3级
2013/8/15,0,多云,37,东风 ≤3级
2013/8/15,1,晴,27,东风 ≤3级
2013/8/16,0,晴,37,东风 ≤3级
2013/8/16,1,晴,27,东风 ≤3级
2013/8/17,0,晴,38,东北风 ≤3级
2013/8/17,1,晴,26,东北风 ≤3级
2013/8/18,0,多云,35,东风 ≤3级
2013/8/18,1,晴,25,东北风 ≤3级
2013/8/19,0,晴,36,东北风 ≤3级
2013/8/19,1,晴,24,东风 ≤3级
2013/8/20,0,晴,33,东北风 ≤3级
2013/8/20,1,晴,23,东风 ≤3级
2013/8/21,0,多云,33,东风 ≤3级
2013/8/21,1,晴,24,东风 ≤3级
2013/8/22,0,多云,34,东风 ≤3级
2013/8/22,1,多云,25,东风 ≤3级
2013/8/23,0,多云,32,东风 ≤3级
2013/8/23,1,多云,24,东风 ≤3级
2013/8/24,0,多云,31,东风 ≤3级
2013/8/24,1,阴,23,东风 ≤3级
2013/8/25,0,阴,32,南风 ≤3级
2013/8/25,1,多云,23,东风 ≤3级
2013/8/26,0,多云,35,东风 ≤3级
2013/8/26,1,多云,25,西南风 ≤3级
2013/8/27,0,阴,31,东风 ≤3级
2013/8/27,1,小到中雨,24,南风 ≤3级
2013/8/28,0,小到中雨,25,西风 ≤3级
2013/8/28,1,阴,20,东风 ≤3级
